,image_ID,roll,pitch,yaw,condition,rollpitchyaw,norm_roll,norm_pitch,norm_yaw,norm_rollpitchyaw
0,facealign_frame_A0.jpg,2.9298095703125,-4.523371696472168,9.662647247314451,A,17.11582851409912,0.5244385528507095,0.4410556936674359,0.5904789682486873,0.1787647645210828
1,facealign_frame_A1.jpg,3.1927037239074707,-3.1169421672821045,12.32768726348877,A,18.637333154678345,0.5334103974189526,0.4753478645189422,0.6103449152959752,0.19532704055671188
2,facealign_frame_A10.jpg,3.881157159805298,-4.137472629547119,8.879672050476074,A,16.89830183982849,0.5569053939218584,0.45046485101217076,0.5846424540855493,0.17639688687661437
3,facealign_frame_A100.jpg,-2.3673312664031982,-9.08339023590088,5.128814697265625,A,16.579536199569702,0.34366190341511016,0.3298713565964007,0.5566825236122442,0.17292697664181533
4,facealign_frame_A1000.jpg,-0.877214789390564,-14.7983980178833,27.648338317871094,A,43.32395112514496,0.39451542464225986,0.19052557409545295,0.7245492952411761,0.4640522026813158
5,facealign_frame_A1001.jpg,-0.3221223056316376,-15.423148155212402,22.824188232421875,A,38.56945869326592,0.4134591836311261,0.17529264702435451,0.688588743217917,0.41229737133481903
6,facealign_frame_A1002.jpg,0.6917060613632202,-19.50180435180664,17.459383010864258,A,37.65289342403412,0.44805831945507174,0.07584509402913941,0.6485979979369251,0.40232013788523274
7,facealign_frame_A1003.jpg,-0.0402595438063144,-15.342084884643556,19.788928985595703,A,35.17127341404557,0.42307837391775605,0.1772691666198508,0.6659630793981299,0.3753065655800415
8,facealign_frame_A1004.jpg,-0.300209641456604,-14.511850357055664,16.33194923400879,A,31.144009232521057,0.4142070017714922,0.19751230264335226,0.6401937940321423,0.33146794737022883
9,facealign_frame_A1005.jpg,1.2399423122406006,-10.83276653289795,17.28169059753418,A,29.35439944267273,0.4667680943294351,0.2872173098666325,0.6472734294304501,0.3119872237858115
10,facealign_frame_A1006.jpg,1.7269853353500366,-16.0523624420166,19.19025993347168,A,36.96960771083832,0.48338951493400767,0.1599508731370243,0.6615004343285753,0.39488225942510374
11,facealign_frame_A1007.jpg,7.732614994049072,-21.561363220214844,5.458091735839844,A,34.75206995010376,0.6883449127451424,0.02562804217666473,0.5591370459355501,0.37074334355644445
12,facealign_frame_A1008.jpg,3.725707054138184,-19.969009399414062,12.996474266052246,A,36.69119071960449,0.5516003151778442,0.06445349922632958,0.6153302390052653,0.3918515627457505
13,facealign_frame_A1009.jpg,3.107972383499145,-19.42854118347168,8.174863815307617,A,30.71137738227844,0.530518752984084,0.07763142817068149,0.5793886181230977,0.326758551201187
14,facealign_frame_A101.jpg,1.561061143875122,-7.418868541717529,-1.508748173713684,A,10.488677859306335,0.4777269848409352,0.37045644183408444,0.5072042899956221,0.10662518929599965
15,facealign_frame_A1010.jpg,4.678197860717773,-12.902993202209473,21.3008975982666,A,38.88208866119385,0.5841061710611151,0.23674015109547195,0.6772337125646816,0.4157004919614252
16,facealign_frame_A1011.jpg,7.799874782562256,-5.349925518035889,6.153244018554688,A,19.303044319152832,0.6906403018208648,0.42090230220433755,0.5643189037517186,0.2025736119913078
17,facealign_frame_A1012.jpg,-4.353261947631836,-9.912568092346191,19.083391189575195,A,33.34922122955322,0.27588762562444047,0.30965398478404754,0.6607038050868481,0.3554726916462788
18,facealign_frame_A1013.jpg,-6.164613246917725,-5.709320068359375,43.48206329345703,A,55.35599660873413,0.21407125544864844,0.4121393894049379,0.8425782704225141,0.5950265377294064
19,facealign_frame_A1014.jpg,-7.017906188964844,-4.489116191864014,36.31877136230469,A,47.825793743133545,0.18495074613895757,0.4418909261424707,0.7891811066557882,0.513056824895088
20,facealign_frame_A1015.jpg,-5.506728649139404,-5.710284233093262,55.15747833251953,A,66.3744912147522,0.2365230227260671,0.41211588072491,0.9296100506259802,0.7149679064869071
21,facealign_frame_A1016.jpg,1.6622984409332275,-11.688467025756836,33.57549285888672,A,46.92625832557678,0.4811819315611035,0.26635325170387936,0.7687319482363598,0.5032649691937946
22,facealign_frame_A1017.jpg,9.725800514221191,-12.23803424835205,21.14356231689453,A,43.10739707946777,0.7563667779639784,0.25295346685829534,0.6760608917629531,0.46169491254530126
23,facealign_frame_A1018.jpg,9.023664474487305,-10.499106407165527,17.611392974853516,A,37.13416385650635,0.7324048323363875,0.29535275483595175,0.6497311223466687,0.3966735285643655
24,facealign_frame_A1019.jpg,12.42864990234375,-20.60771369934082,-32.27045440673828,A,65.30681800842285,0.8486074926014247,0.04888033574952648,0.27789800438616696,0.7033457938180032
25,facealign_frame_A102.jpg,-0.651265561580658,-5.8817315101623535,-3.089935064315796,A,9.622932136058807,0.40222644188819,0.40793557933386587,0.49541768459760654,0.09720114991901013
26,facealign_frame_A1020.jpg,9.988707542419434,-17.201374053955078,50.95003890991211,A,78.14012050628662,0.7653390619065396,0.1319351768727047,0.8982466308398198,0.8430421790603331
27,facealign_frame_A1021.jpg,7.873146057128906,-21.287342071533203,32.61964416503906,A,61.78013229370117,0.6931408461568254,0.03230934390738724,0.7616067871048375,0.6649562018704598
28,facealign_frame_A1022.jpg,12.59145164489746,-19.225391387939453,-21.760677337646484,A,53.5775203704834,0.8541634622175515,0.08258471402841765,0.3562407960389143,0.5756670079618847
29,facealign_frame_A1023.jpg,-9.446959495544434,-12.22687816619873,17.0740966796875,A,38.74793434143066,0.10205392847832312,0.25322547926083316,0.6457259668204134,0.41424016064462804
