,image_ID,pitch,yaw,condition,pitchyaw,norm_pitch,norm_yaw,norm_pitchyaw
0,facealign_frame_B2249.jpg,-0.31671125,0.31052145,B,0.6272327,0.3792504543495714,0.7209310342238616,0.5515294549945042
1,facealign_frame_B1613.jpg,-0.45398977,0.12431516,B,0.57830495,0.1790053772888541,0.5829212815330607,0.5069103033138577
2,facealign_frame_B1916.jpg,-0.31728333,0.06418472,B,0.38146806,0.3784159741724476,0.5383546497958136,0.3274069529399545
3,facealign_frame_B1314.jpg,-0.32179263,0.15406214,B,0.47585475,0.37183836009276566,0.6049687287653652,0.41348191117417055
4,facealign_frame_B1323.jpg,-0.33764577,0.108352214,B,0.44599798,0.34871374277496286,0.5710900902791207,0.3862543409441032
5,facealign_frame_B886.jpg,-0.42736438,0.48258358,B,0.909948,0.21784323241958872,0.8484576178250517,0.8093487263311075
6,facealign_frame_B1721.jpg,-0.5021462,-0.30291173,B,0.8050579,0.10876068033029838,0.26627527869524026,0.7136952928153995
7,facealign_frame_B890.jpg,-0.40848994,0.11067447,B,0.51916444,0.2453749518195202,0.5728112672396022,0.45297773159002414
8,facealign_frame_B269.jpg,-0.27539212,0.14021923,B,0.41561133,0.4395217362000152,0.5947088359034163,0.35854355217051936
9,facealign_frame_B1330.jpg,-0.3298061,-0.023709355,B,0.35351545,0.36014929236626525,0.4732105585100857,0.3019158615764653
10,facealign_frame_B106.jpg,-0.31078187,-0.021809386,B,0.33259127,0.38789950705659554,0.47461875074575177,0.2828342737001957
11,facealign_frame_B2231.jpg,-0.27831882,0.14275834,B,0.42107716,0.43525262500160194,0.5965907376541827,0.36352805887337464
12,facealign_frame_B1878.jpg,-0.18705946,-0.058151595,B,0.24521106,0.5683705925883136,0.44768314466967674,0.20314880187946519
13,facealign_frame_B79.jpg,-0.3241874,0.14017425,B,0.46436167,0.36834516317315513,0.5946754982611915,0.40300091665065774
14,facealign_frame_B1298.jpg,-0.32592446,0.21307616,B,0.53900063,0.3658113529779469,0.6487079080674715,0.4710671383249777
15,facealign_frame_B1695.jpg,-0.3405361,0.07925523,B,0.4197913,0.3444976836742317,0.5495243979177714,0.3623554322477874
16,facealign_frame_B1886.jpg,-0.3161592,0.31338236,B,0.6295415,0.3800557172180185,0.7230514431615547,0.5536349410918677
17,facealign_frame_B1225.jpg,-0.36616254,-0.5498035,B,0.91596603,0.307116974349919,0.08328751754552771,0.8148368060688572
18,facealign_frame_B1944.jpg,-0.4189368,0.68704844,B,1.1059852,0.23013635305153726,1.0,0.9881228077439915
19,facealign_frame_B1256.jpg,-0.23189889,0.18622859,B,0.41812748,0.5029643286243035,0.6288094046600465,0.36083812893935213
20,facealign_frame_B646.jpg,-0.21941559,0.15518205,B,0.37459764,0.5211734364328088,0.6057987678695005,0.32114154502543263
21,facealign_frame_B323.jpg,-0.5021663,-0.51127523,B,1.0134416,0.10873136091420245,0.11184335749220412,0.9037286362263339
22,facealign_frame_B619.jpg,-0.20555562,0.0990048,B,0.30456042,0.5413906616819536,0.5641621057602383,0.25727183218413474
23,facealign_frame_B722.jpg,-0.32922563,0.07232769,B,0.40155333,0.3609960108469237,0.5443899414922897,0.34572350558496145
