,image_ID,roll,pitch,yaw,condition,rollpitchyaw,norm_rollpitchyaw,norm_roll,norm_pitch,norm_yaw
0,facealign_frame_A1079.jpg,7.362868785858154,-6.906932353973389,-36.33903884887695,B,50.608839988708496,0.5637304532079987,0.6585016587942801,0.428151026713469,0.2866158336760532
1,facealign_frame_A1080.jpg,14.665189743041992,-4.772324562072754,-48.00981903076172,B,67.44733333587646,0.7592600353194192,0.8779007409961155,0.4812161482325128,0.18780707121839957
2,facealign_frame_A1081.jpg,11.947027206420898,-2.857555866241455,-11.988015174865724,B,26.79259824752808,0.2871748434449205,0.7962332315416872,0.5288161963119206,0.49277981554427347
3,facealign_frame_A1386.jpg,11.036432266235352,-7.983694553375244,-7.794393539428711,B,26.814520359039307,0.28742940430226177,0.7688743006886409,0.4013833379721585,0.528284431135984
4,facealign_frame_A320.jpg,0.3759966790676117,-1.8297923803329468,-13.704341888427734,B,15.910130947828293,0.160806988579249,0.4485802739798524,0.5543658052281377,0.478248814540304
5,facealign_frame_A322.jpg,-2.2985496520996094,4.305450916290283,-5.938111782073975,B,12.542112350463867,0.12169735713488239,0.36822321848955625,0.706884423552082,0.5440003387581357
6,facealign_frame_A323.jpg,2.1952602863311768,1.9558186531066892,-10.597304344177246,B,14.748383283615112,0.14731670589070153,0.5032402605864611,0.6484739173954047,0.504554042628944
7,facealign_frame_A324.jpg,5.891439914703369,-0.0242307353764772,-31.27834129333496,B,37.19401194341481,0.4079566753697343,0.6142924072769184,0.5992510288571723,0.32946140653773165
8,facealign_frame_A325.jpg,-1.5189582109451294,-4.9878363609313965,26.380577087402344,B,32.88737165927887,0.35794771330289143,0.3916461339823945,0.4758586489117411,0.8176212622679117
9,facealign_frame_A326.jpg,-0.7909418940544128,-5.671126842498779,3.515650987625122,B,9.977719724178314,0.09191947806641135,0.41351946887007146,0.45887244068428285,0.6240390838363892
10,facealign_frame_A327.jpg,2.600370168685913,1.824623942375183,-5.900962829589844,B,10.32595694065094,0.09596322925059843,0.5154118341040677,0.645212492372017,0.5443148543230208
11,facealign_frame_A372.jpg,10.951396942138672,-7.275475025177002,3.139409065246582,B,21.366281032562256,0.22416412653747686,0.7663194044890712,0.418989267955454,0.6208536927866446
12,facealign_frame_A373.jpg,10.249130249023438,-2.757264375686645,-1.082861304283142,B,14.089255928993223,0.13966288000793037,0.7452197200416458,0.5313093850624772,0.585106527346718
13,facealign_frame_A374.jpg,2.985909938812256,-4.564718246459961,9.174857139587402,B,16.72548532485962,0.17027493189975199,0.5269954213243488,0.4863771217883643,0.671951832397628
14,facealign_frame_A375.jpg,-0.2026573121547699,-2.812614917755127,8.876598358154297,B,11.891870588064194,0.11414671127529986,0.43119454753328706,0.5299334024336525,0.6694266729287455
